dcplanid,state,planname,fy,year_est,ppd_id,planname_db,primary,cashbalance,hybrid,mandatory_default,plantype,eligible_eegroups,actives,inactives,members_total,assets,investmentoptions,eq_avg,ee_contrate_mandatory,ee_contrate_max,ee_contrate_verbatim,er_contrate_matchrate,er_contrate_fixedrate,er_contrate_verbatim,conts_ee,conts_er,coveredpayroll,er_contrate_match,er_contrate_fixed,Column1
17,MI,Michigan SERS DC,2019,1997,54,Michigan SERS,1,,,1,401(k),"All Michigan SERS employees hired on or after March 31, 1997, participate in the DC plan. Additionally, those hired previously could choose to transfer to the DC plan.",,,75093,6841214,,,.03,,,,.04,Match: 100% match up to 3% employee contributions,249081,300793,,,,
17,MI,Michigan SERS DC,2020,1997,54,Michigan SERS,1,,,1,401(k),"All Michigan SERS employees hired on or after March 31, 1997, participate in the DC plan. Additionally, those hired previously could choose to transfer to the DC plan.",,,,,,,.03,,,,.04,Match: 100% match up to 3% employee contributions,,,,,,1
18,MI,Michigan PSERS - Hybrid,2015,2010,53,Michigan Public Schools,1,,1,1,401(k),"All Michigan PSERS employees who first worked for a Michigan public school after July 1, 2010, were automatically enrolled in the Pension Plus Plan, later the Pension Plus 2 Plan.",38039,,,,,,0,,,,,Match: 50% up to 1% of salary,,,741929,,,
18,MI,Michigan PSERS - Hybrid,2016,2010,53,Michigan Public Schools,1,,1,1,401(k),"All Michigan PSERS employees who first worked for a Michigan public school after July 1, 2010, were automatically enrolled in the Pension Plus Plan, later the Pension Plus 2 Plan.",42104,,,,,,0,,,,,Match: 50% up to 1% of salary,,,885558,,,
18,MI,Michigan PSERS - Hybrid,2017,2010,53,Michigan Public Schools,1,,1,1,401(k),"All Michigan PSERS employees who first worked for a Michigan public school after July 1, 2010, were automatically enrolled in the Pension Plus Plan, later the Pension Plus 2 Plan.",47486,,,,,,0,,,,,Match: 50% up to 1% of salary,,,1066355,,,
18,MI,Michigan PSERS - Hybrid,2018,2010,53,Michigan Public Schools,1,,1,1,401(k),"All Michigan PSERS employees who first worked for a Michigan public school after July 1, 2010, were automatically enrolled in the Pension Plus Plan, later the Pension Plus 2 Plan.",49840,,,,,,0,,,,,Match: 50% up to 1% of salary,,,1217888,,,
18,MI,Michigan PSERS - Hybrid,2019,2010,53,Michigan Public Schools,1,,1,1,401(k),"All Michigan PSERS employees who first worked for a Michigan public school after July 1, 2010, were automatically enrolled in the Pension Plus Plan, later the Pension Plus 2 Plan.",47287,,,,,,0,,,,,Match: 50% up to 1% of salary,,,1347699,,,
18,MI,Michigan PSERS - Hybrid,2020,2010,53,Michigan Public Schools,1,,1,1,401(k),"All Michigan PSERS employees who first worked for a Michigan public school after July 1, 2010, were automatically enrolled in the Pension Plus Plan, later the Pension Plus 2 Plan.",46404,,,,,,0,,,,,Match: 50% up to 1% of salary,,,1462955,,,1
19,MI,Michigan PSERS - DC,2015,2012,53,Michigan Public Schools,1,,,0,401(k),"All Michigan PSERS employees who first worked for a Michigan public school after September 4, 2012, could choose to enroll in the DC plan.",7914,,,,,,0,,,,.04,Match: 50% up to 3% of salary,,,,,,
19,MI,Michigan PSERS - DC,2016,2012,53,Michigan Public Schools,1,,,0,401(k),"All Michigan PSERS employees who first worked for a Michigan public school after September 4, 2012, could choose to enroll in the DC plan.",9878,,,,,,0,,,,.04,Match: 50% up to 3% of salary,,,,,,
19,MI,Michigan PSERS - DC,2017,2012,53,Michigan Public Schools,1,,,0,401(k),"All Michigan PSERS employees who first worked for a Michigan public school after September 4, 2012, could choose to enroll in the DC plan.",12016,,,,,,0,,,,.04,Match: 50% up to 3% of salary,,,,,,
19,MI,Michigan PSERS - DC,2018,2012,53,Michigan Public Schools,1,,,0,401(k),"All Michigan PSERS employees who first worked for a Michigan public school after September 4, 2012, could choose to enroll in the DC plan.",15680,,,,,,0,,,,.04,Match: 50% up to 3% of salary,,,,,,
19,MI,Michigan PSERS - DC,2019,2012,53,Michigan Public Schools,1,,,0,401(k),"All Michigan PSERS employees who first worked for a Michigan public school after September 4, 2012, could choose to enroll in the DC plan.",26190,,,,,,0,,,,.04,Match: 50% up to 3% of salary,,,,,,
19,MI,Michigan PSERS - DC,2020,2012,53,Michigan Public Schools,1,,,0,401(k),"All Michigan PSERS employees who first worked for a Michigan public school after September 4, 2012, could choose to enroll in the DC plan.",30681,,,,,,0,,,,.04,Match: 50% up to 3% of salary,,,,,,1
21,MT,Montana PERS – DCRP,2015,2002,65,Montana PERS,1,,,0,401(a),All Montana PERS employees may choose to participate.,2284,868,3182,143744,18,,.079,,,,.0717,,9369,4887.421,,,,
21,MT,Montana PERS – DCRP,2016,2002,65,Montana PERS,1,,,0,401(a),All Montana PERS employees may choose to participate.,2409,936,3393,156468,18,,.079,,,,.0837,,9970,6494.143,,,,
21,MT,Montana PERS – DCRP,2017,2002,65,Montana PERS,1,,,0,401(a),All Montana PERS employees may choose to participate.,2541,1128,3733,194534,20,,.079,,,,.0837,,11828,10751.84,,,,
21,MT,Montana PERS – DCRP,2018,2002,65,Montana PERS,1,,,0,401(a),All Montana PERS employees may choose to participate.,2690,1283,4080,228284,20,,.079,,,,.0867,,12447,11898.611,,,,
21,MT,Montana PERS – DCRP,2019,2002,65,Montana PERS,1,,,0,401(a),All Montana PERS employees may choose to participate.,2871,1272,4266,263936,20,,.079,,,,.0867,,13506,12973.539,,,,
22,ND,North Dakota PERS – DCRP,2015,2000,81,North Dakota PERS,1,,,0,401(a),All North Dakota PERS employees can choose to participate.,,,312,36156,16,,.07,,,,.0712,,1220,1240.684,,,,
22,ND,North Dakota PERS – DCRP,2016,2000,81,North Dakota PERS,1,,,0,401(a),All North Dakota PERS employees can choose to participate.,,,178,11164,16,,.07,,,,.0712,,867,922.371,,,,
22,ND,North Dakota PERS – DCRP,2017,2000,81,North Dakota PERS,1,,,0,401(a),All North Dakota PERS employees can choose to participate.,,,104,12260,15,,.07,,,,.0712,,433,446.771,,,,
22,ND,North Dakota PERS – DCRP,2018,2000,81,North Dakota PERS,1,,,0,401(a),All North Dakota PERS employees can choose to participate.,,,108,14272,16,,.07,,,,.0712,,510,512.7910000000001,,,,
22,ND,North Dakota PERS – DCRP,2019,2000,81,North Dakota PERS,1,,,0,401(a),All North Dakota PERS employees can choose to participate.,,,99,15020,17,,.07,,,,,"Fixed Rate: 7.12% ; For members first enrolled after January 1, 2020 the employer rate is 8.26%.",496,504.381,,,,
23,NE,Nebraska County ERS,2015,1973,,,1,1,,1,,All Nebraska County ERS employees are automatically enrolled in the cash balance plan.,6272,2274,8972,382346,,,.045,,,,.0749,Match: 150% of member contributions,10328,15268.274,219402,,,
23,NE,Nebraska County ERS,2016,1973,,,1,1,,1,,All Nebraska County ERS employees are automatically enrolled in the cash balance plan.,6432,2626,9571,391428,,,.045,,,,.0749,Match: 150% of member contributions,10966,16068.67,238680,,,
23,NE,Nebraska County ERS,2017,1973,,,1,1,,1,,All Nebraska County ERS employees are automatically enrolled in the cash balance plan.,6683,2669,9921,431768,,,.045,,,,.0749,Match: 150% of member contributions,11353,16935.811,254560,,,
23,NE,Nebraska County ERS,2018,1973,,,1,1,,1,,All Nebraska County ERS employees are automatically enrolled in the cash balance plan.,6710,2916,10256,511531,,,.045,,,,.0749,Match: 150% of member contributions,12000,17752.388,259411,,,
23,NE,Nebraska County ERS,2019,1973,,,1,1,,1,,All Nebraska County ERS employees are automatically enrolled in the cash balance plan.,6646,3170,10498,490374,,,.045,,,,.0749,Match: 150% of member contributions,12369,18289.442,265934,,,
24,NE,Nebraska State ERS,2015,1971,,,1,1,,1,,All Nebraska State ERS employees are automatically enrolled in the cash balance plan.,12928,5587,19737,1305036,,,.048,,,,.0749,Match: 150% of member contributions,26604,41455.919,557094,,,
24,NE,Nebraska State ERS,2016,1971,,,1,1,,1,,All Nebraska State ERS employees are automatically enrolled in the cash balance plan.,13084,6280,20800,1310451,,,.048,,,,.0749,Match: 150% of member contributions,27799,43339.706,581385,,,
24,NE,Nebraska State ERS,2017,1971,,,1,1,,1,,All Nebraska State ERS employees are automatically enrolled in the cash balance plan.,13226,6715,21556,1416087,,,.048,,,,.0749,Match: 150% of member contributions,28775,44894.3,603091,,,
24,NE,Nebraska State ERS,2018,1971,,,1,1,,1,,All Nebraska State ERS employees are automatically enrolled in the cash balance plan.,12836,7625,22275,1635874,,,.048,,,,.0749,Match: 150% of member contributions,29128,45437.713,598868,,,
24,NE,Nebraska State ERS,2019,1971,,,1,1,,1,,All Nebraska State ERS employees are automatically enrolled in the cash balance plan.,12950,8282,23259,1533143,,,.048,,,,.0749,Match: 150% of member contributions,29854,46580.471,608705,,,
24,NE,Nebraska State ERS,2020,1971,,,1,1,,1,,All Nebraska State ERS employees are automatically enrolled in the cash balance plan.,,,,,,,,,,,,,,,,,,1
26,OH,Ohio PERS – Member-Directed Plan,2015,2011,85,Ohio PERS,1,,,0,401(a),All Ohio PERS employees can choose to participate.,11240,4824,16258,706676,17,1,.1,,,,.14,,48892,68448.55100000001,488918,,,
26,OH,Ohio PERS – Member-Directed Plan,2016,2011,85,Ohio PERS,1,,,0,401(a),All Ohio PERS employees can choose to participate.,11477,4022,15725,807175,16,1,.1,,,,.14,,53129,53120.88,531289,,,
26,OH,Ohio PERS – Member-Directed Plan,2017,2011,85,Ohio PERS,1,,,0,401(a),All Ohio PERS employees can choose to participate.,11618,4369,16229,1001115,16,1,.1,,,,.14,,56031,56030.522,560309,,,
26,OH,Ohio PERS – Member-Directed Plan,2018,2011,85,Ohio PERS,1,,,0,401(a),All Ohio PERS employees can choose to participate.,10741,5376,16395,980641,16,1,.1,,,,.14,,58482,58482.191,584822,,,
26,OH,Ohio PERS – Member-Directed Plan,2019,2011,85,Ohio PERS,1,,,0,401(a),All Ohio PERS employees can choose to participate.,10431,5504,16251,1243447,17,1,.1,,,,.14,,60789,60792.922,607893,,,
27,OH,Ohio STRS Member-Directed and Combined Plans,2015,2011,88,Ohio Teachers,1,,1,0,401(a),All Ohio STRS employees can choose to participate.,5599,1788,7531,944933,,,,,14% for member-directed; 12% for combined plan,,,14% less an amount for UAAL of the DB plan for member-directed; 0% for combined plan,71073,32002,281754,,,
27,OH,Ohio STRS Member-Directed and Combined Plans,2016,2011,88,Ohio Teachers,1,,1,0,401(a),All Ohio STRS employees can choose to participate.,5952,1828,8044,1033305,,,,,14% for member-directed; 12% for combined plan,,,14% less an amount for UAAL of the DB plan for member-directed; 0% for combined plan,82224,34164,308436,,,
27,OH,Ohio STRS Member-Directed and Combined Plans,2017,2011,88,Ohio Teachers,1,,1,0,401(a),All Ohio STRS employees can choose to participate.,6076,2095,8497,1252519,,,,,14% for member-directed; 12% for combined plan,,,14% less an amount for UAAL of the DB plan for member-directed; 0% for combined plan,93303,36969,328305,,,
27,OH,Ohio STRS Member-Directed and Combined Plans,2018,2011,88,Ohio Teachers,1,,1,0,401(a),All Ohio STRS employees can choose to participate.,6389,1706,8477,1458735,,,,,14% for member-directed; 12% for combined plan,,,14% less an amount for UAAL of the DB plan for member-directed; 0% for combined plan,101279,39103,355883,,,
27,OH,Ohio STRS Member-Directed and Combined Plans,2019,2011,88,Ohio Teachers,1,,1,0,401(a),All Ohio STRS employees can choose to participate.,6525,1913,8723,1630305,,,,,14% for member-directed; 12% for combined plan,,,14% less an amount for UAAL of the DB plan for member-directed; 0% for combined plan,107650,41944,378939,,,
27,OH,Ohio STRS Member-Directed and Combined Plans,2020,2011,88,Ohio Teachers,1,,1,0,401(a),All Ohio STRS employees can choose to participate.,6743,2129,9495,1747486,,,,,14% for member-directed; 12% for combined plan,,,14% less an amount for UAAL of the DB plan for member-directed; 0% for combined plan,115433,44944,407087,,,1
28,OH,Ohio PERS – Combined Plan,2015,2011,85,Ohio PERS,1,,1,0,401(a),All Ohio PERS employees can choose to participate.,7587,2031,9814,745956,17,1,,,10% for state and local divisions ; 13.00% for law enforcement division; 12.00% for public safety division,,,14% for state and local divisions ; 18.1% for law enforcement and public safety divisions,36685,44022.12,366852,,,
28,OH,Ohio PERS – Combined Plan,2016,2011,85,Ohio PERS,1,,1,0,401(a),All Ohio PERS employees can choose to participate.,7777,1754,9769,858365,16,1,,,10% for state and local divisions ; 13.00% for law enforcement division; 12.00% for public safety division,,,14% for state and local divisions ; 18.1% for law enforcement and public safety divisions,39233,47079.023,392327,,,
28,OH,Ohio PERS – Combined Plan,2017,2011,85,Ohio PERS,1,,1,0,401(a),All Ohio PERS employees can choose to participate.,7905,1825,10013,1068982,16,1,,,10% for state and local divisions ; 13.00% for law enforcement division; 12.00% for public safety division,,,14% for state and local divisions ; 18.1% for law enforcement and public safety divisions,41266,53636.897,412659,,,
28,OH,Ohio PERS – Combined Plan,2018,2011,85,Ohio PERS,1,,1,0,401(a),All Ohio PERS employees can choose to participate.,7692,2143,10172,1092572,16,1,,,10% for state and local divisions ; 13.00% for law enforcement division; 12.00% for public safety division,,,14% for state and local divisions ; 18.1% for law enforcement and public safety divisions,43054,60249.275,430542,,,
28,OH,Ohio PERS – Combined Plan,2019,2011,85,Ohio PERS,1,,1,0,401(a),All Ohio PERS employees can choose to participate.,7519,2289,10199,1369214,16,1,,,10% for state and local divisions ; 13.00% for law enforcement division; 12.00% for public safety division,,,14% for state and local divisions ; 18.1% for law enforcement and public safety divisions,44787,62699.159,447867,,,
28,OH,Ohio PERS – Combined Plan,2020,2011,85,Ohio PERS,1,,1,0,401(a),All Ohio PERS employees can choose to participate.,,,,,,,,,,,,,,,,,,1
29,OK,Oklahoma PERS - Pathfinder 401(a),2016,2015,89,Oklahoma PERS,1,,,1,401(a),"All new employees hired on or after November 1, 2015, who have no prior participation in OPERS, are required to participate in the Pathfinder 401(a) Plan.",,,1797,2291,18,,.045,,,,,Match: Up to 7% of employee compensation,827,1175,,,,
29,OK,Oklahoma PERS - Pathfinder 401(a),2017,2015,89,Oklahoma PERS,1,,,1,401(a),"All new employees hired on or after November 1, 2015, who have no prior participation in OPERS, are required to participate in the Pathfinder 401(a) Plan.",,,4397,13037,18,,.045,,,,,Match: Up to 7% of employee compensation,4022,5760,,,,
29,OK,Oklahoma PERS - Pathfinder 401(a),2018,2015,89,Oklahoma PERS,1,,,1,401(a),"All new employees hired on or after November 1, 2015, who have no prior participation in OPERS, are required to participate in the Pathfinder 401(a) Plan.",,,6605,29559,23,,.045,,,,,Match: Up to 7% of employee compensation,6632,9481,,,,
29,OK,Oklahoma PERS - Pathfinder 401(a),2019,2015,89,Oklahoma PERS,1,,,1,401(a),"All new employees hired on or after November 1, 2015, who have no prior participation in OPERS, are required to participate in the Pathfinder 401(a) Plan.",,,9208,55146,20,,.045,,,,,Match: Up to 7% of employee compensation,9895,14121,,,,
29,OK,Oklahoma PERS - Pathfinder 401(a),2020,2015,89,Oklahoma PERS,1,,,1,401(a),"All new employees hired on or after November 1, 2015, who have no prior participation in OPERS, are required to participate in the Pathfinder 401(a) Plan.",,,11705,93380,23,,.045,,,,,Match: Up to 7% of employee compensation,14325,20514,,,,1
30,OR,Oregon PERS – IAP/OPSRP,2015,2004,91,Oregon PERS,1,,1,1,401(a),"Beginning January 1, 2004, PERS active Tier One and Tier Two members became members of the Individual Account Program (IAP) of OPSRP. PERS members retain their existing Defined Benefit Plan accounts, but member contributions are now deposited into the member’s IAP account, not into the member’s Defined Benefit Plan account. ",94773,14527,109300,7354794,,,.06,,,,0,,563418,0,,,,
30,OR,Oregon PERS – IAP/OPSRP,2016,2004,91,Oregon PERS,1,,1,1,401(a),"Beginning January 1, 2004, PERS active Tier One and Tier Two members became members of the Individual Account Program (IAP) of OPSRP. PERS members retain their existing Defined Benefit Plan accounts, but member contributions are now deposited into the member’s IAP account, not into the member’s Defined Benefit Plan account. ",103866,17314,121180,7594399,,,.06,,,,0,,566450,0,,,,
30,OR,Oregon PERS – IAP/OPSRP,2017,2004,91,Oregon PERS,1,,1,1,401(a),"Beginning January 1, 2004, PERS active Tier One and Tier Two members became members of the Individual Account Program (IAP) of OPSRP. PERS members retain their existing Defined Benefit Plan accounts, but member contributions are now deposited into the member’s IAP account, not into the member’s Defined Benefit Plan account. ",111680,19417,131097,8895051,,,.06,,,,0,,605277,0,,,,
30,OR,Oregon PERS – IAP/OPSRP,2018,2004,91,Oregon PERS,1,,1,1,401(a),"Beginning January 1, 2004, PERS active Tier One and Tier Two members became members of the Individual Account Program (IAP) of OPSRP. PERS members retain their existing Defined Benefit Plan accounts, but member contributions are now deposited into the member’s IAP account, not into the member’s Defined Benefit Plan account. ",119469,22773,142242,9668183,,,.06,,,,0,,622296,0,,,,
30,OR,Oregon PERS – IAP/OPSRP,2019,2004,91,Oregon PERS,1,,1,1,401(a),"Beginning January 1, 2004, PERS active Tier One and Tier Two members became members of the Individual Account Program (IAP) of OPSRP. PERS members retain their existing Defined Benefit Plan accounts, but member contributions are now deposited into the member’s IAP account, not into the member’s Defined Benefit Plan account. ",124915,27797,152712,10218740,,,.06,,,,0,,647139,0,,,,
31,PA,Pennsylvania SERS - DC only,2019,2019,93,Pennsylvania State ERS,1,,,0,401(a),"Optional for all new SERS employees beginning January 1, 2019",250,,,12397,18,,.075,,,,.035,,6124,2836,,,,
32,PA,Pennsylvania SERS - Hybrid,2019,2019,93,Pennsylvania State ERS,1,,1,1,401(a),"Mandatory for all new SERS employees beginning January 1, 2019",6564,,,12397,18,,,,3.25% (class A-5) or 3.5% (class A-6),,,Fixed Rate: 2.25% (class A-5) or 2.0% (class A-6),6124,2836,,,,
33,PA,Pennsylvania PSERS - DC only,2019,2019,92,Pennsylvania PSERS,1,,,0,401(a),"Optional for all new PSERS employees beginning July 1, 2019",,,0,6788,19,,.075,,,,.02,,0,0,,,,
34,PA,Pennsylvania PSERS - Hybrid,2019,2019,92,Pennsylvania PSERS,1,,1,1,401(a),"Mandatory for all new PSERS employees beginning January 1, 2019",,,0,6788,19,,,,2.75% (class T-G) or 3.0% (class T-H),,,Fixed Rate: 2.25% (class T-G) or 2.0% (class T-H),0,0,,,,
35,RI,Rhode Island ERSRI,2015,2012,95; 96,Rhode Island ERS; Rhode Island MERS,1,,1,1,401(a),"Mandatory for all Rhode Island ERS and MERS members starting July 1, 2012. The plan covers members of the Employees’ Retirement System of Rhode Island, excluding correctional officers, and the Municipal Employees’ Retirement System, excluding public safety members that participate in Social Security.",,,32832,410776,23,,,,"5% for state employees, teachers and MERS employees who participate in Social Security; 7% for teachers and MERS employees who do not participate in Social Security; 3% for MERS police and fire employees who do not participate in Social Security",,,1 to 1.5% based on years of service for Social Security employees; 3 to 3.5% based on years of service for non-Social Security employees; 3% for MERS police and fire employees,101336,28222.896,,,,
35,RI,Rhode Island ERSRI,2016,2012,95; 96,Rhode Island ERS; Rhode Island MERS,1,,1,1,401(a),"Mandatory for all Rhode Island ERS and MERS members starting July 1, 2012. The plan covers members of the Employees’ Retirement System of Rhode Island, excluding correctional officers, and the Municipal Employees’ Retirement System, excluding public safety members that participate in Social Security.",,,33740,514246,22,,,,"5% for state employees, teachers and MERS employees who participate in Social Security; 7% for teachers and MERS employees who do not participate in Social Security; 3% for MERS police and fire employees who do not participate in Social Security",,,1 to 1.5% based on years of service for Social Security employees; 3 to 3.5% based on years of service for non-Social Security employees; 3% for MERS police and fire employees,83417,26117.372,,,,
35,RI,Rhode Island ERSRI,2017,2012,95; 96,Rhode Island ERS; Rhode Island MERS,1,,1,1,401(a),"Mandatory for all Rhode Island ERS and MERS members starting July 1, 2012. The plan covers members of the Employees’ Retirement System of Rhode Island, excluding correctional officers, and the Municipal Employees’ Retirement System, excluding public safety members that participate in Social Security.",,,35012,692133,22,,,,"5% for state employees, teachers and MERS employees who participate in Social Security; 7% for teachers and MERS employees who do not participate in Social Security; 3% for MERS police and fire employees who do not participate in Social Security",,,1 to 1.5% based on years of service for Social Security employees; 3 to 3.5% based on years of service for non-Social Security employees; 3% for MERS police and fire employees,89203,27229.405,,,,
35,RI,Rhode Island ERSRI,2018,2012,95; 96,Rhode Island ERS; Rhode Island MERS,1,,1,1,401(a),"Mandatory for all Rhode Island ERS and MERS members starting July 1, 2012. The plan covers members of the Employees’ Retirement System of Rhode Island, excluding correctional officers, and the Municipal Employees’ Retirement System, excluding public safety members that participate in Social Security.",,,36009,856010,22,,,,"5% for state employees, teachers and MERS employees who participate in Social Security; 7% for teachers and MERS employees who do not participate in Social Security; 3% for MERS police and fire employees who do not participate in Social Security",,,1 to 1.5% based on years of service for Social Security employees; 3 to 3.5% based on years of service for non-Social Security employees; 3% for MERS police and fire employees,92019,27828.956,,,,
35,RI,Rhode Island ERSRI,2019,2012,95; 96,Rhode Island ERS; Rhode Island MERS,1,,1,1,401(a),"Mandatory for all Rhode Island ERS and MERS members starting July 1, 2012. The plan covers members of the Employees’ Retirement System of Rhode Island, excluding correctional officers, and the Municipal Employees’ Retirement System, excluding public safety members that participate in Social Security.",,,37219,1020966,22,,,,"5% for state employees, teachers and MERS employees who participate in Social Security; 7% for teachers and MERS employees who do not participate in Social Security; 3% for MERS police and fire employees who do not participate in Social Security",,,1 to 1.5% based on years of service for Social Security employees; 3 to 3.5% based on years of service for non-Social Security employees; 3% for MERS police and fire employees,96801,29132.886,,,,
35,RI,Rhode Island ERSRI,2020,2012,95; 96,Rhode Island ERS; Rhode Island MERS,1,,1,1,401(a),"Mandatory for all Rhode Island ERS and MERS members starting July 1, 2012. The plan covers members of the Employees’ Retirement System of Rhode Island, excluding correctional officers, and the Municipal Employees’ Retirement System, excluding public safety members that participate in Social Security.",,,38055,1173294,19,,,,"5% for state employees, teachers and MERS employees who participate in Social Security; 7% for teachers and MERS employees who do not participate in Social Security; 3% for MERS police and fire employees who do not participate in Social Security",,,1 to 1.5% based on years of service for Social Security employees; 3 to 3.5% based on years of service for non-Social Security employees; 3% for MERS police and fire employees,101386,30030.113,,,,1
36,SC,South Carolina SCRS – State ORP,2015,2012,100,South Carolina RS,1,,,,401(k),"As an alternative to membership in SCRS, newly hired state, public school, and higher education employees and individuals newly elected to the S.C. General Assembly beginning with the November 2012 general election have the option to participate in the State Optional Retirement Program (State ORP).",26415,,,,,,.09,,,,.05,,101266,136076,1265823,,,
36,SC,South Carolina SCRS – State ORP,2016,2012,100,South Carolina RS,1,,,,401(k),"As an alternative to membership in SCRS, newly hired state, public school, and higher education employees and individuals newly elected to the S.C. General Assembly beginning with the November 2012 general election have the option to participate in the State Optional Retirement Program (State ORP).",27432,,,,,,.09,,,,.05,,108754,145405,1332767,,,
36,SC,South Carolina SCRS – State ORP,2017,2012,100,South Carolina RS,1,,,,401(k),"As an alternative to membership in SCRS, newly hired state, public school, and higher education employees and individuals newly elected to the S.C. General Assembly beginning with the November 2012 general election have the option to participate in the State Optional Retirement Program (State ORP).",28291,,,,,,.09,,,,.05,,123198,162319,1422607,,,
36,SC,South Carolina SCRS – State ORP,2018,2012,100,South Carolina RS,1,,,,401(k),"As an alternative to membership in SCRS, newly hired state, public school, and higher education employees and individuals newly elected to the S.C. General Assembly beginning with the November 2012 general election have the option to participate in the State Optional Retirement Program (State ORP).",30055,,,,,,.09,,,,.05,,135541,201957,1506014,,,
36,SC,South Carolina SCRS – State ORP,2019,2012,100,South Carolina RS,1,,,,401(k),"As an alternative to membership in SCRS, newly hired state, public school, and higher education employees and individuals newly elected to the S.C. General Assembly beginning with the November 2012 general election have the option to participate in the State Optional Retirement Program (State ORP).",32132,,,,,,.09,,,,.05,,144362,231140,1604026,,,
37,TN,Tennessee – State Hybrid Plan,2015,2014,110,TCRS,1,,1,1,401(k),"The Tennessee Consolidated Retirement System implemented a new hybrid plan design for all new employees hired on or after July 1, 2014. Employees hired prior to this date continue to participate in the legacy plans. ",,,6304,,,,.02,,,,.05,,,,,,,
37,TN,Tennessee – State Hybrid Plan,2016,2014,110,TCRS,1,,1,1,401(k),"The Tennessee Consolidated Retirement System implemented a new hybrid plan design for all new employees hired on or after July 1, 2014. Employees hired prior to this date continue to participate in the legacy plans. ",,,8208,,,,.02,,,,.05,,,,,,,
37,TN,Tennessee – State Hybrid Plan,2017,2014,110,TCRS,1,,1,1,401(k),"The Tennessee Consolidated Retirement System implemented a new hybrid plan design for all new employees hired on or after July 1, 2014. Employees hired prior to this date continue to participate in the legacy plans. ",,,11014,,,,.02,,,,.05,,,,,,,
37,TN,Tennessee – State Hybrid Plan,2018,2014,110,TCRS,1,,1,1,401(k),"The Tennessee Consolidated Retirement System implemented a new hybrid plan design for all new employees hired on or after July 1, 2014. Employees hired prior to this date continue to participate in the legacy plans. ",,,13192,,,,.02,,,,.05,,,,,,,
37,TN,Tennessee – State Hybrid Plan,2019,2014,110,TCRS,1,,1,1,401(k),"The Tennessee Consolidated Retirement System implemented a new hybrid plan design for all new employees hired on or after July 1, 2014. Employees hired prior to this date continue to participate in the legacy plans. ",,,15139,,,,.02,,,,.05,,,,,,,
38,TN,Tennessee – Teacher Hybrid Plan,2015,2014,110,TCRS,1,,1,1,401(k),"The Tennessee Consolidated Retirement System implemented a new hybrid plan design for all new employees hired on or after July 1, 2014. Employees hired prior to this date continue to participate in the legacy plans. ",,,11516,,,,.02,,,,.05,,,,,,,
38,TN,Tennessee – Teacher Hybrid Plan,2016,2014,110,TCRS,1,,1,1,401(k),"The Tennessee Consolidated Retirement System implemented a new hybrid plan design for all new employees hired on or after July 1, 2014. Employees hired prior to this date continue to participate in the legacy plans. ",,,11159,,,,.02,,,,.05,,,,,,,
38,TN,Tennessee – Teacher Hybrid Plan,2017,2014,110,TCRS,1,,1,1,401(k),"The Tennessee Consolidated Retirement System implemented a new hybrid plan design for all new employees hired on or after July 1, 2014. Employees hired prior to this date continue to participate in the legacy plans. ",,,15329,,,,.02,,,,.05,,,,,,,
38,TN,Tennessee – Teacher Hybrid Plan,2018,2014,110,TCRS,1,,1,1,401(k),"The Tennessee Consolidated Retirement System implemented a new hybrid plan design for all new employees hired on or after July 1, 2014. Employees hired prior to this date continue to participate in the legacy plans. ",,,19417,,,,.02,,,,.05,,,,,,,
38,TN,Tennessee – Teacher Hybrid Plan,2019,2014,110,TCRS,1,,1,1,401(k),"The Tennessee Consolidated Retirement System implemented a new hybrid plan design for all new employees hired on or after July 1, 2014. Employees hired prior to this date continue to participate in the legacy plans. ",,,23032,,,,.02,,,,.05,,,,,,,
40,TX,Texa$aver-401(k),2015,2008,105,Texas ERS,1,,1,1,401(k),"All employees hired on or after September 1, 2008, are automatically enrolled.",,,165513,1836200,,,.01,,,,0,,,,,,,
40,TX,Texa$aver-401(k),2016,2008,105,Texas ERS,1,,1,1,401(k),"All employees hired on or after September 1, 2008, are automatically enrolled.",,,181249,1984700,,,.01,,,,0,,,,,,,
40,TX,Texa$aver-401(k),2017,2008,105,Texas ERS,1,,1,1,401(k),"All employees hired on or after September 1, 2008, are automatically enrolled.",,,195737,2193600,,,.01,,,,0,,,,,,,
40,TX,Texa$aver-401(k),2018,2008,105,Texas ERS,1,,1,1,401(k),"All employees hired on or after September 1, 2008, are automatically enrolled.",,,206617,2449000,,,.01,,,,0,,,,,,,
40,TX,Texa$aver-401(k),2019,2008,105,Texas ERS,1,,1,1,401(k),"All employees hired on or after September 1, 2008, are automatically enrolled.",,,220430,2478100,,,.01,,,,0,,,,,,,
40,TX,Texa$aver-401(k),2020,2008,105,Texas ERS,1,,1,1,401(k),"All employees hired on or after September 1, 2008, are automatically enrolled.",,,213974,2876000,,,.01,,,,0,,,,,,,1
43,TX,Texas Municipal TMRS,2015,1947,107,Texas Municipal,1,1,,1,,All Texas Municipal employees are automatically enrolleed in the cash balance plan.,106894,50707,214082,23708163,,,,,"5, 6, or 7% of earnings, depending on city policy",,,"Match equal to 100%, 150% or 200% of employee contributions, depending on city policy",376104,751708.718,,,,
