id,display_name,state
10574,Miscellaneous Plan of the Lake Arrowhead Community Services District,California
7995,Miscellaneous Plan of the Lake County Fire Protection District,California
10577,Miscellaneous Plan of the Lake County Fire Protection District,California
7998,Miscellaneous Plan of the Lake County Vector Control District,California
10580,Miscellaneous Plan of the Lake County Vector Control District,California
8000,Miscellaneous Plan of the Lake Don Pedro Community Services District,California
10582,Miscellaneous Plan of the Lake Don Pedro Community Services District,California
8008,Miscellaneous Plan of the Lake Hemet Municipal Water District,California
10590,Miscellaneous Plan of the Lake Hemet Municipal Water District,California
8011,Miscellaneous Plan of the Lake Oroville Area Public Utility District,California
10593,Miscellaneous Plan of the Lake Oroville Area Public Utility District,California
8013,Miscellaneous Plan of the Lake Shastina Community Services District,California
10595,Miscellaneous Plan of the Lake Shastina Community Services District,California
8015,Miscellaneous Plan of the Lake Valley Fire Protection District,California
10597,Miscellaneous Plan of the Lake Valley Fire Protection District,California
8023,Miscellaneous Plan of the Lakeport County Fire Protection District,California
10605,Miscellaneous Plan of the Lakeport County Fire Protection District,California
8026,Miscellaneous Plan of the Lakeside Fire Protection District,California
10608,Miscellaneous Plan of the Lakeside Fire Protection District,California
8030,Miscellaneous Plan of the Lakeside Water District,California
10612,Miscellaneous Plan of the Lakeside Water District,California
8032,Miscellaneous Plan of the Lamont Public Utility District,California
10614,Miscellaneous Plan of the Lamont Public Utility District,California
8039,Miscellaneous Plan of the Las Gallinas Valley Sanitary District Of Marin County,California
10621,Miscellaneous Plan of the Las Gallinas Valley Sanitary District Of Marin County,California
8783,Miscellaneous Plan of the Las Virgenes Municipal Water District,California
8044,Miscellaneous Plan of the Lassen County Waterworks District No. 1,California
10626,Miscellaneous Plan of the Lassen County Waterworks District No. 1,California
8051,Miscellaneous Plan of the League Of California Cities,California
10633,Miscellaneous Plan of the League Of California Cities,California
8062,Miscellaneous Plan of the Leucadia Wastewater District,California
10644,Miscellaneous Plan of the Leucadia Wastewater District,California
8064,Miscellaneous Plan of the Levee District No. 1 Of Sutter County,California
10646,Miscellaneous Plan of the Levee District No. 1 Of Sutter County,California
8071,Miscellaneous Plan of the Linda County Water District,California
10653,Miscellaneous Plan of the Linda County Water District,California
8073,Miscellaneous Plan of the Linda Fire Protection District,California
10655,Miscellaneous Plan of the Linda Fire Protection District,California
8076,Miscellaneous Plan of the Linden-Peters Rural County Fire Protection District,California
10658,Miscellaneous Plan of the Linden-Peters Rural County Fire Protection District,California
8085,Miscellaneous Plan of the Lindsay Strathmore Public Cemetery District,California
10667,Miscellaneous Plan of the Lindsay Strathmore Public Cemetery District,California
8087,Miscellaneous Plan of the Little Lake Fire Protection District,California
10669,Miscellaneous Plan of the Little Lake Fire Protection District,California
8090,Miscellaneous Plan of the Littlerock Creek Irrigation District,California
10672,Miscellaneous Plan of the Littlerock Creek Irrigation District,California
8092,Miscellaneous Plan of the Live Oak Cemetery District,California
10674,Miscellaneous Plan of the Live Oak Cemetery District,California
8096,Miscellaneous Plan of the Livermore/Amador Valley Transit Authority,California
10678,Miscellaneous Plan of the Livermore/Amador Valley Transit Authority,California
8105,Miscellaneous Plan of the Local Agency Formation Commission Of Monterey County,California
10687,Miscellaneous Plan of the Local Agency Formation Commission Of Monterey County,California
8107,Miscellaneous Plan of the Local Agency Formation Commission Of Solano County,California
10689,Miscellaneous Plan of the Local Agency Formation Commission Of Solano County,California
8108,"Miscellaneous Plan of the Local Government Services Authority, A Joint Powers Authority",California
10690,"Miscellaneous Plan of the Local Government Services Authority, A Joint Powers Authority",California
8117,Miscellaneous Plan of the Lompico County Water District,California
10699,Miscellaneous Plan of the Lompico County Water District,California
8124,Miscellaneous Plan of the Long Beach City College Associated Student Body Enterprises,California
10706,Miscellaneous Plan of the Long Beach City College Associated Student Body Enterprises,California
8128,"Miscellaneous Plan of the Long Beach State University, Forty-Niner Shops, Inc.",California
10710,"Miscellaneous Plan of the Long Beach State University, Forty-Niner Shops, Inc.",California
8130,Miscellaneous Plan of the Loomis Fire Protection District,California
10712,Miscellaneous Plan of the Loomis Fire Protection District,California
8137,Miscellaneous Plan of the Los Alamos Community Services District,California
10719,Miscellaneous Plan of the Los Alamos Community Services District,California
8145,Miscellaneous Plan of the Los Angeles County Area 'E' Civil Defense and Disaster Board,California
10727,Miscellaneous Plan of the Los Angeles County Area E Civil Defense and Disaster Board,California
8147,Miscellaneous Plan of the Los Angeles County Law Library,California
10729,Miscellaneous Plan of the Los Angeles County Law Library,California
8791,Miscellaneous Plan of the Los Angeles County Office Of Education,California
8792,Miscellaneous Plan of the Los Angeles County Sanitation District No. 2,California
8149,Miscellaneous Plan of the Los Angeles County West Vector Control District,California
10731,Miscellaneous Plan of the Los Angeles County West Vector Control District,California
8151,Miscellaneous Plan of the Los Angeles Memorial Coliseum Commission,California
10733,Miscellaneous Plan of the Los Angeles Memorial Coliseum Commission,California
8152,Miscellaneous Plan of the Los Angeles Regionalized Insurance Services Authority,California
10734,Miscellaneous Plan of the Los Angeles Regionalized Insurance Services Authority,California
8160,Miscellaneous Plan of the Los Gatos-Saratoga Department Of Community Education and Recreation,California
10742,Miscellaneous Plan of the Los Gatos-Saratoga Department Of Community Education and Recreation,California
8162,Miscellaneous Plan of the Los Osos Community Services District,California
10744,Miscellaneous Plan of the Los Osos Community Services District,California
8166,Miscellaneous Plan of the Lower Lake Cemetery District,California
10748,Miscellaneous Plan of the Lower Lake Cemetery District,California
8167,Miscellaneous Plan of the Lower Lake County Waterworks District No. 1,California
10749,Miscellaneous Plan of the Lower Lake County Waterworks District No. 1,California
8169,Miscellaneous Plan of the Lower Tule River Irrigation District,California
10751,Miscellaneous Plan of the Lower Tule River Irrigation District,California
8172,Miscellaneous Plan of the Madera Cemetery District,California
10754,Miscellaneous Plan of the Madera Cemetery District,California
8177,Miscellaneous Plan of the Madera County Mosquito and Vector Control District,California
10759,Miscellaneous Plan of the Madera County Mosquito and Vector Control District,California
8179,Miscellaneous Plan of the Main San Gabriel Basin Watermaster,California
10761,Miscellaneous Plan of the Main San Gabriel Basin Watermaster,California
8181,Miscellaneous Plan of the Majestic Pines Community Services District,California
10763,Miscellaneous Plan of the Majestic Pines Community Services District,California
8185,Miscellaneous Plan of the Mammoth Lakes Fire District,California
10767,Miscellaneous Plan of the Mammoth Lakes Fire District,California
8188,Miscellaneous Plan of the Mammoth Lakes Mosquito Abatement District,California
10770,Miscellaneous Plan of the Mammoth Lakes Mosquito Abatement District,California
8201,Miscellaneous Plan of the March Joint Powers Authority,California
10783,Miscellaneous Plan of the March Joint Powers Authority,California
8203,Miscellaneous Plan of the Marin Children and Families Commission,California
10785,Miscellaneous Plan of the Marin Children and Families Commission,California
8207,Miscellaneous Plan of the Marin County Housing Authority,California
10789,Miscellaneous Plan of the Marin County Housing Authority,California
8209,Miscellaneous Plan of the Marin County In-Home Supportive Services Public Authority,California
10791,Miscellaneous Plan of the Marin County In-Home Supportive Services Public Authority,California
8800,Miscellaneous Plan of the Marin Municipal Water District,California
8216,Miscellaneous Plan of the Marina Coast Water District,California
10798,Miscellaneous Plan of the Marina Coast Water District,California
8218,Miscellaneous Plan of the Marinwood Community Services District,California
10800,Miscellaneous Plan of the Marinwood Community Services District,California
8227,Miscellaneous Plan of the Mariposa Public Utility District,California
10809,Miscellaneous Plan of the Mariposa Public Utility District,California
8242,Miscellaneous Plan of the Maxwell Public Utility District,California
10824,Miscellaneous Plan of the Maxwell Public Utility District,California
8246,Miscellaneous Plan of the Mccloud Community Services District,California
10828,Miscellaneous Plan of the Mccloud Community Services District,California
8249,Miscellaneous Plan of the Mcfarland Recreation and Park District,California
10831,Miscellaneous Plan of the Mcfarland Recreation and Park District,California
8251,Miscellaneous Plan of the Mckinleyville Community Services District,California
10833,Miscellaneous Plan of the Mckinleyville Community Services District,California
8253,Miscellaneous Plan of the Meeks Bay Fire Protection District,California
10835,Miscellaneous Plan of the Meeks Bay Fire Protection District,California
8258,Miscellaneous Plan of the Meiners Oaks County Water District,California
10840,Miscellaneous Plan of the Meiners Oaks County Water District,California
8260,Miscellaneous Plan of the Mendocino City Community Services District,California
10842,Miscellaneous Plan of the Mendocino City Community Services District,California
8261,Miscellaneous Plan of the Mendocino County Russian River Flood Control & Water Conservation Improvement Dt,California
10843,Miscellaneous Plan of the Mendocino County Russian River Flood Control & Water Conservation Improvement Dt,California
8263,Miscellaneous Plan of the Mendocino Transit Authority,California
10845,Miscellaneous Plan of the Mendocino Transit Authority,California
8270,Miscellaneous Plan of the Menlo Park Fire Protection District,California
10852,Miscellaneous Plan of the Menlo Park Fire Protection District,California
8274,Miscellaneous Plan of the Merced County Housing Authority,California
10856,Miscellaneous Plan of the Merced County Housing Authority,California
8276,Miscellaneous Plan of the Merced County Mosquito Abatement District,California
10858,Miscellaneous Plan of the Merced County Mosquito Abatement District,California
8805,Miscellaneous Plan of the Merced Irrigation District,California
8278,Miscellaneous Plan of the Mesa Water District,California
10860,Miscellaneous Plan of the Mesa Water District,California
8806,Miscellaneous Plan of the Metropolitan Transportation Commission,California
8807,Miscellaneous Plan of the Metropolitan Water District Of Southern California,California
8280,Miscellaneous Plan of the Mid-Peninsula Water District,California
10862,Miscellaneous Plan of the Mid-Peninsula Water District,California
8284,Miscellaneous Plan of the Midpeninsula Regional Open Space District,California
10866,Miscellaneous Plan of the Midpeninsula Regional Open Space District,California
8289,Miscellaneous Plan of the Midway Heights County Water District,California
10871,Miscellaneous Plan of the Midway Heights County Water District,California
8303,Miscellaneous Plan of the Millview County Water District,California
10885,Miscellaneous Plan of the Millview County Water District,California
8304,Miscellaneous Plan of the Minter Field Airport District,California
10886,Miscellaneous Plan of the Minter Field Airport District,California
8306,Miscellaneous Plan of the Mission Springs Water District,California
10888,Miscellaneous Plan of the Mission Springs Water District,California
8310,Miscellaneous Plan of the Mojave Air and Space Port,California
10892,Miscellaneous Plan of the Mojave Air and Space Port,California
8313,Miscellaneous Plan of the Mojave Water Agency,California
10895,Miscellaneous Plan of the Mojave Water Agency,California
8338,Miscellaneous Plan of the Monte Vista County Water District,California
10920,Miscellaneous Plan of the Monte Vista County Water District,California
8340,Miscellaneous Plan of the Montecito Fire Protection District,California
10922,Miscellaneous Plan of the Montecito Fire Protection District,California
8344,Miscellaneous Plan of the Montecito Sanitary District Of Santa Barbara County,California
10926,Miscellaneous Plan of the Montecito Sanitary District Of Santa Barbara County,California
8346,Miscellaneous Plan of the Montecito Water District,California
10928,Miscellaneous Plan of the Montecito Water District,California
8348,Miscellaneous Plan of the Monterey Bay Unified Air Pollution Control District,California
10930,Miscellaneous Plan of the Monterey Bay Unified Air Pollution Control District,California
8353,Miscellaneous Plan of the Monterey County Regional Fire Protection District,California
10935,Miscellaneous Plan of the Monterey County Regional Fire Protection District,California
8357,Miscellaneous Plan of the Monterey County Water Resources Agency,California
10939,Miscellaneous Plan of the Monterey County Water Resources Agency,California
8359,Miscellaneous Plan of the Monterey Peninsula Airport District,California
10941,Miscellaneous Plan of the Monterey Peninsula Airport District,California
8364,Miscellaneous Plan of the Monterey Peninsula Regional Park District,California
10946,Miscellaneous Plan of the Monterey Peninsula Regional Park District,California
8366,Miscellaneous Plan of the Monterey Peninsula Water Management District,California
10948,Miscellaneous Plan of the Monterey Peninsula Water Management District,California
8824,Miscellaneous Plan of the Monterey Regional Waste Management District,California
8368,Miscellaneous Plan of the Monterey Regional Water Pollution Control Agency,California
10950,Miscellaneous Plan of the Monterey Regional Water Pollution Control Agency,California
8825,Miscellaneous Plan of the Monterey-Salinas Transit District,California
8377,Miscellaneous Plan of the Morongo Basin Transit Authority,California
10959,Miscellaneous Plan of the Morongo Basin Transit Authority,California
8388,Miscellaneous Plan of the Mother Lode Job Training Agency,California
10970,Miscellaneous Plan of the Mother Lode Job Training Agency,California
8393,Miscellaneous Plan of the Mountain-Valley Library System,California
10975,Miscellaneous Plan of the Mountain-Valley Library System,California
8394,Miscellaneous Plan of the Mountains Recreation and Conservation Authority,California
10976,Miscellaneous Plan of the Mountains Recreation and Conservation Authority,California
8396,Miscellaneous Plan of the Mt. San Antonio College Auxiliary Services,California
10978,Miscellaneous Plan of the Mt. San Antonio College Auxiliary Services,California
8404,Miscellaneous Plan of the Mt. View Sanitary District Of Contra Costa County,California
10986,Miscellaneous Plan of the Mt. View Sanitary District Of Contra Costa County,California
8405,Miscellaneous Plan of the Municipal Pooling Authority,California
10987,Miscellaneous Plan of the Municipal Pooling Authority,California
8407,Miscellaneous Plan of the Municipal Water District Of Orange County,California
10989,Miscellaneous Plan of the Municipal Water District Of Orange County,California
8409,Miscellaneous Plan of the Murphys Sanitary District,California
10991,Miscellaneous Plan of the Murphys Sanitary District,California
8417,Miscellaneous Plan of the Murrieta Fire Protection District,California
10999,Miscellaneous Plan of the Murrieta Fire Protection District,California
8420,Miscellaneous Plan of the Murrieta Valley Cemetery District,California
11002,Miscellaneous Plan of the Murrieta Valley Cemetery District,California
8422,Miscellaneous Plan of the Napa County Mosquito Abatement District,California
11004,Miscellaneous Plan of the Napa County Mosquito Abatement District,California
8425,Miscellaneous Plan of the Napa County Resource Conservation District,California
11007,Miscellaneous Plan of the Napa County Resource Conservation District,California
8436,Miscellaneous Plan of the National Orange Show,California
11018,Miscellaneous Plan of the National Orange Show,California
8438,Miscellaneous Plan of the Natomas Fire Protection District,California
11020,Miscellaneous Plan of the Natomas Fire Protection District,California
8443,Miscellaneous Plan of the Nevada Cemetery District,California
11025,Miscellaneous Plan of the Nevada Cemetery District,California
8452,Miscellaneous Plan of the Nevada County Consolidated Fire District,California
11034,Miscellaneous Plan of the Nevada County Consolidated Fire District,California
8456,Miscellaneous Plan of the Nevada County Local Agency Formation Commission,California
11038,Miscellaneous Plan of the Nevada County Local Agency Formation Commission,California
8458,Miscellaneous Plan of the Nevada County Resource Conservation District,California
11040,Miscellaneous Plan of the Nevada County Resource Conservation District,California
8836,Miscellaneous Plan of the Nevada Irrigation District,California
8461,Miscellaneous Plan of the Nevada-Sierra Connecting Point Public Authority,California
11043,Miscellaneous Plan of the Nevada-Sierra Connecting Point Public Authority,California
8465,"Miscellaneous Plan of the Newcastle, Rocklin, Gold Hill Cemetery District",California
11047,"Miscellaneous Plan of the Newcastle, Rocklin, Gold Hill Cemetery District",California
8467,Miscellaneous Plan of the Newhall County Water District,California
11049,Miscellaneous Plan of the Newhall County Water District,California
8481,Miscellaneous Plan of the North Bay Cooperative Library System,California
11063,Miscellaneous Plan of the North Bay Cooperative Library System,California
8840,Miscellaneous Plan of the North Bay Regional Center,California
8482,Miscellaneous Plan of the North Bay Schools Insurance Authority,California
11064,Miscellaneous Plan of the North Bay Schools Insurance Authority,California
8484,Miscellaneous Plan of the North Central Counties Consortium,California
11066,Miscellaneous Plan of the North Central Counties Consortium,California
8488,Miscellaneous Plan of the North Coast Railroad Authority,California
11070,Miscellaneous Plan of the North Coast Railroad Authority,California
8490,Miscellaneous Plan of the North Coast Unified Air Quality Management District,California
11072,Miscellaneous Plan of the North Coast Unified Air Quality Management District,California
8491,Miscellaneous Plan of the North County Dispatch Joint Powers Authority,California
11073,Miscellaneous Plan of the North County Dispatch Joint Powers Authority,California
8497,Miscellaneous Plan of the North County Fire Protection District Of San Diego County,California
11079,Miscellaneous Plan of the North County Fire Protection District Of San Diego County,California
8841,Miscellaneous Plan of the North County Transit District,California
8501,Miscellaneous Plan of the North Delta Water Agency,California
11083,Miscellaneous Plan of the North Delta Water Agency,California
8503,Miscellaneous Plan of the North Kern Cemetery District,California
11085,Miscellaneous Plan of the North Kern Cemetery District,California
8505,Miscellaneous Plan of the North Kern Water Storage District,California
11087,Miscellaneous Plan of the North Kern Water Storage District,California
8842,Miscellaneous Plan of the North Kern-South Tulare Hospital District,California
8843,"Miscellaneous Plan of the North Los Angeles County Regional Center, Inc.",California
8507,Miscellaneous Plan of the North Marin Water District,California
11089,Miscellaneous Plan of the North Marin Water District,California
8509,Miscellaneous Plan of the North of the River Municipal Water District,California
11091,Miscellaneous Plan of the North of the River Municipal Water District,California
8844,Miscellaneous Plan of the North of the River Recreation and Park District,California
8510,Miscellaneous Plan of the North State Cooperative Library System,California
11092,Miscellaneous Plan of the North State Cooperative Library System,California
8517,Miscellaneous Plan of the North Tahoe Public Utility District,California
11099,Miscellaneous Plan of the North Tahoe Public Utility District,California
8845,Miscellaneous Plan of the Northern California Power Agency,California
8519,Miscellaneous Plan of the Northern California Special Districts Insurance Authority,California
11101,Miscellaneous Plan of the Northern California Special Districts Insurance Authority,California
8520,Miscellaneous Plan of the Northern Salinas Valley Mosquito Abatement District,California
11102,Miscellaneous Plan of the Northern Salinas Valley Mosquito Abatement District,California
8522,Miscellaneous Plan of the Northern Sierra Air Quality Management District,California
11104,Miscellaneous Plan of the Northern Sierra Air Quality Management District,California
8524,Miscellaneous Plan of the Northshore Fire Protection District,California
11106,Miscellaneous Plan of the Northshore Fire Protection District,California
8528,Miscellaneous Plan of the Northstar Community Services District,California
11110,Miscellaneous Plan of the Northstar Community Services District,California
8532,Miscellaneous Plan of the Northwest Mosquito and Vector Control District,California
11114,Miscellaneous Plan of the Northwest Mosquito and Vector Control District,California
8537,Miscellaneous Plan of the Novato Sanitary District,California
11119,Miscellaneous Plan of the Novato Sanitary District,California
8546,Miscellaneous Plan of the Oakdale Irrigation District,California
11128,Miscellaneous Plan of the Oakdale Irrigation District,California
8548,Miscellaneous Plan of the Oakdale Rural Fire Protection District,California
11130,Miscellaneous Plan of the Oakdale Rural Fire Protection District,California
8848,Miscellaneous Plan of the Oakland City Housing Authority,California
8558,Miscellaneous Plan of the Oceano Community Services District,California
11140,Miscellaneous Plan of the Oceano Community Services District,California
8565,Miscellaneous Plan of the Ojai Valley Sanitary District,California
11147,Miscellaneous Plan of the Ojai Valley Sanitary District,California
8567,Miscellaneous Plan of the Olivenhain Municipal Water District,California
11149,Miscellaneous Plan of the Olivenhain Municipal Water District,California
8853,Miscellaneous Plan of the Omnitrans,California
8569,Miscellaneous Plan of the Ophir Hill Fire Protection District,California
11151,Miscellaneous Plan of the Ophir Hill Fire Protection District,California
8859,Miscellaneous Plan of the Orange County Health Authority,California
8572,Miscellaneous Plan of the Orange County Transportation Authority,California
11154,Miscellaneous Plan of the Orange County Transportation Authority,California
8573,Miscellaneous Plan of the Orange County Vector Control District,California
11155,Miscellaneous Plan of the Orange County Vector Control District,California
8580,Miscellaneous Plan of the Orchard Dale Water District,California
11162,Miscellaneous Plan of the Orchard Dale Water District,California
8582,Miscellaneous Plan of the Orland Cemetery District,California
11164,Miscellaneous Plan of the Orland Cemetery District,California
8587,Miscellaneous Plan of the Oro Loma Sanitary District,California
11169,Miscellaneous Plan of the Oro Loma Sanitary District,California
8590,Miscellaneous Plan of the Orosi Public Utility District,California
11172,Miscellaneous Plan of the Orosi Public Utility District,California
8591,Miscellaneous Plan of the Oroville Cemetery District,California
11173,Miscellaneous Plan of the Oroville Cemetery District,California
8598,Miscellaneous Plan of the Oroville Mosquito Abatement District,California
11180,Miscellaneous Plan of the Oroville Mosquito Abatement District,California
8860,Miscellaneous Plan of the Otay Water District,California
8601,Miscellaneous Plan of the Oxnard Harbor District,California
11183,Miscellaneous Plan of the Oxnard Harbor District,California
8603,Miscellaneous Plan of the Pacific Fire Protection District,California
11185,Miscellaneous Plan of the Pacific Fire Protection District,California
8864,Miscellaneous Plan of the Padre Dam Municipal Water District,California
8613,Miscellaneous Plan of the Pajaro Valley Public Cemetery District,California
11195,Miscellaneous Plan of the Pajaro Valley Public Cemetery District,California
8615,Miscellaneous Plan of the Pajaro Valley Water Management Agency,California
11197,Miscellaneous Plan of the Pajaro Valley Water Management Agency,California
8617,Miscellaneous Plan of the Palm Ranch Irrigation District,California
11199,Miscellaneous Plan of the Palm Ranch Irrigation District,California
11201,Miscellaneous Plan of the Palmdale Water District,California
11203,Miscellaneous Plan of the Palo Verde Valley District Library,California
11209,Miscellaneous Plan of the Palos Verdes Library District,California
11211,Miscellaneous Plan of the Paradise Recreation and Park District,California
11220,Miscellaneous Plan of the Pasadena City College Bookstore,California
11223,Miscellaneous Plan of the Paso Robles City Housing Authority,California
11234,Miscellaneous Plan of the Patterson Irrigation District,California
11236,Miscellaneous Plan of the Pauma Valley Community Services District,California
11239,Miscellaneous Plan of the Pebble Beach Community Services District,California
11241,Miscellaneous Plan of the Peninsula Fire Protection District,California
11244,Miscellaneous Plan of the Peninsula Health Care District,California
11246,Miscellaneous Plan of the Peninsula Traffic Congestion Relief Alliance,California
11248,Miscellaneous Plan of the Penn Valley Fire Protection District,California
11256,Miscellaneous Plan of the Personal Assistance Services Council,California
11261,Miscellaneous Plan of the Pico Water District,California
11270,Miscellaneous Plan of the Pine Cove Water District,California
11272,Miscellaneous Plan of the Pine Grove Mosquito Abatement District,California
11273,Miscellaneous Plan of the Pinedale County Water District,California
11280,Miscellaneous Plan of the Pioneer Cemetery District,California
11292,Miscellaneous Plan of the Pixley Irrigation District,California
11298,Miscellaneous Plan of the Placer County Cemetery District No. 1,California
11299,Miscellaneous Plan of the Placer County Resource Conservation District,California
11301,Miscellaneous Plan of the Placer County Transportation Planning Agency,California
8880,Miscellaneous Plan of the Placer County Water Agency,California
11303,Miscellaneous Plan of the Placer Hills Fire Protection District,California
11307,Miscellaneous Plan of the Placer Mosquito and Vector Control District,California
11316,Miscellaneous Plan of the Planning and Service Area Ii Area Agency On Aging,California
11324,Miscellaneous Plan of the Pleasant Hill - Martinez Joint Facilities Agency,California
11327,Miscellaneous Plan of the Pleasant Hill Recreation and Park District,California
11330,Miscellaneous Plan of the Pleasant Valley County Water District,California
11341,Miscellaneous Plan of the Plumas Eureka Community Services District,California
11343,Miscellaneous Plan of the Plumas Local Agency Formation Commission,California
11344,Miscellaneous Plan of the Pomerado Cemetery District,California
11348,Miscellaneous Plan of the Pomona Valley Transportation Authority,California
11346,"Miscellaneous Plan of the Pomona, California State Polytechnic University, Associated Students, Inc.",California
11353,Miscellaneous Plan of the Port San Luis Harbor District,California
11358,Miscellaneous Plan of the Porter Vista Public Utility District,California
11364,Miscellaneous Plan of the Porterville Irrigation District,California
11365,Miscellaneous Plan of the Porterville Public Cemetery District,California
11372,Miscellaneous Plan of the Public Agency Risk Sharing Authority Of California,California
11374,Miscellaneous Plan of the Public Cemetery District No. 1 Of Kern County,California
11376,Miscellaneous Plan of the Public Entity Risk Management Authority,California
8888,Miscellaneous Plan of the Public Transportation Services Corporation,California
8889,Miscellaneous Plan of the Pupil Transportation Cooperative,California
11378,Miscellaneous Plan of the Purissima Hills Water District,California
11379,Miscellaneous Plan of the Quartz Hill Water District,California
11381,Miscellaneous Plan of the Quincy Community Services District,California
11383,Miscellaneous Plan of the Rainbow Municipal Water District,California
11385,Miscellaneous Plan of the Ramona Municipal Water District,California
11388,Miscellaneous Plan of the Rancho Adobe Fire Protection District,California
8890,Miscellaneous Plan of the Rancho California Water District,California
11402,Miscellaneous Plan of the Rancho Murieta Community Services District,California
11407,Miscellaneous Plan of the Rancho Santa Fe Fire Protection District,California
11416,Miscellaneous Plan of the Rancho Santiago Community College Associated Students,California
8892,Miscellaneous Plan of the Rancho Simi Recreation & Park District,California
11417,Miscellaneous Plan of the Reclamation District No. 1000,California
11419,Miscellaneous Plan of the Reclamation District No. 1001,California
11422,Miscellaneous Plan of the Reclamation District No. 1660,California
11423,Miscellaneous Plan of the Reclamation District No. 3,California
11424,Miscellaneous Plan of the Reclamation District No. 833,California
11425,Miscellaneous Plan of the Reclamation District No. 999,California
11427,Miscellaneous Plan of the Red Bluff Cemetery District,California
11439,Miscellaneous Plan of the Redwood Coast Regional Center,California
11441,Miscellaneous Plan of the Redwood Empire Municipal Insurance Fund,California
11442,Miscellaneous Plan of the Redwood Empire School Insurance Group,California
11444,Miscellaneous Plan of the Reedley Cemetery District,California
8900,Miscellaneous Plan of the Regional Center Of Orange County,California
8901,Miscellaneous Plan of the Regional Center of the East Bay,California
11451,Miscellaneous Plan of the Regional Housing Authority Of Sutter and Nevada Counties,California
11454,Miscellaneous Plan of the Regional Water Authority,California
11455,Miscellaneous Plan of the Rescue Fire Protection District,California
11459,Miscellaneous Plan of the Resort Improvement District No. 1,California
11461,Miscellaneous Plan of the Resource Conservation District of the Santa Monica Mountains,California
11463,Miscellaneous Plan of the Richardson Bay Sanitary District,California
11468,Miscellaneous Plan of the Rincon Del Diablo Municipal Water District,California
11471,Miscellaneous Plan of the Rincon Valley Fire Protection District,California
11473,Miscellaneous Plan of the Rio Alto Water District,California
11475,Miscellaneous Plan of the Rio Linda Elverta Community Water District,California
11482,Miscellaneous Plan of the Rio Vista-Montezuma Cemetery District,California
11487,Miscellaneous Plan of the Riverbank City Housing Authority,California
11492,Miscellaneous Plan of the Riverside County Air Pollution Control District,California
8908,Miscellaneous Plan of the Riverside County Flood Control and Water Conservation District,California
11493,Miscellaneous Plan of the Riverside County Law Library,California
11495,Miscellaneous Plan of the Riverside County Regional Park and Open Space District,California
11498,Miscellaneous Plan of the Riverside County Transportation Commission,California
11500,Miscellaneous Plan of the Riverside County Waste Resources Management District,California
8911,Miscellaneous Plan of the Riverside Transit Agency,California
11514,Miscellaneous Plan of the Rosamond Community Services District,California
11516,Miscellaneous Plan of the Rose Bowl Operating Company,California
11518,Miscellaneous Plan of the Rosedale-Rio Bravo Water Storage District,California
11523,Miscellaneous Plan of the Roseville Public Cemetery District,California
11525,Miscellaneous Plan of the Ross Valley Fire Department,California
11529,Miscellaneous Plan of the Rowland Water District,California
11531,Miscellaneous Plan of the Rubidoux Community Services District,California
11534,Miscellaneous Plan of the Running Springs Water District,California
11538,Miscellaneous Plan of the Rural County Representatives Of California,California
11540,Miscellaneous Plan of the Russian River Fire Protection District,California
11543,Miscellaneous Plan of the Sacramento Area Council Of Governments,California
11546,Miscellaneous Plan of the Sacramento Area Flood Control Agency,California
8916,Miscellaneous Plan of the Sacramento City Housing Authority,California
11548,Miscellaneous Plan of the Sacramento County Public Law Library,California
11550,Miscellaneous Plan of the Sacramento Groundwater Authority,California
11551,Miscellaneous Plan of the Sacramento Metropolitan Air Quality Management District,California
11553,Miscellaneous Plan of the Sacramento Metropolitan Cable Television Commission,California
11555,Miscellaneous Plan of the Sacramento Metropolitan Fire District,California
8920,Miscellaneous Plan of the Sacramento Municipal Utility District,California
8921,Miscellaneous Plan of the Sacramento Public Library Authority,California
11557,Miscellaneous Plan of the Sacramento Regional Fire/EMS Communications Center,California
11562,Miscellaneous Plan of the Sacramento Transportation Authority,California
11564,Miscellaneous Plan of the Sacramento-Yolo Mosquito and Vector Control District,California
11566,Miscellaneous Plan of the Salida Fire Protection District,California
11572,Miscellaneous Plan of the Salinas Valley Solid Waste Authority,California
11574,Miscellaneous Plan of the Salton Community Services District,California
8924,"Miscellaneous Plan of the San Andreas Regional Center, Inc.",California
11579,Miscellaneous Plan of the San Andreas Sanitary District,California
11583,Miscellaneous Plan of the San Benito County Water District,California
8928,Miscellaneous Plan of the San Bernardino County Housing Authority,California
11587,Miscellaneous Plan of the San Bernardino County Transportation Authority,California
11591,Miscellaneous Plan of the San Bernardino Valley Water Conservation District,California
8933,Miscellaneous Plan of the San Diego Association Of Governments,California
11603,Miscellaneous Plan of the San Diego County Law Library,California
8934,Miscellaneous Plan of the San Diego County Office Of Education,California
8935,Miscellaneous Plan of the San Diego County Water Authority,California
11605,Miscellaneous Plan of the San Diego Metropolitan Transit System,California
11608,Miscellaneous Plan of the San Diego State University Associated Students,California
8936,"Miscellaneous Plan of the San Diego Trolley, Inc.",California
11612,Miscellaneous Plan of the San Dieguito Water District,California
11617,Miscellaneous Plan of the San Elijo Joint Powers Authority,California
8937,Miscellaneous Plan of the San Francisco Bay Area Rapid Transit District,California
11627,Miscellaneous Plan of the San Francisco Bay Area Water Emergency Transportation Authority,California
