"year","state","plan_name","statutory_pct","er_proj_adec_pct","ee_nc_pct","total_amortization_payment_pct","total_nc_pct"
2014,"Maryland","Maryland State Employees’ Retirement System",NA,"0.1789","0.0672","0.1357","0.1104"
2012,"Oregon","Oregon Public Employees Retirement System",NA,"0.1789","0.0001","0.0974","0.0816"
2019,"Oregon","Oregon Public Employees Retirement System",NA,"0.1785","0.0004","0.064","0.1146"
2020,"Oregon","Oregon Public Employees Retirement System",NA,"0.1785","0.0004",NA,"0.1146"
2010,"Utah","Utah Retirement Systems, Noncontributory Retirement System",NA,"0.1783","0.0","0.0581","0.1202"
2007,"Louisiana","Louisiana School Employees’ Retirement System",NA,"0.178","0.075","0.0604","0.1926"
2011,"Georgia","Georgia Employees’ Retirement System",NA,"0.17797000000000002","0.0125","0.12015999999999999","0.07032000000000001"
2007,"Indiana","Indiana State Teachers Retirement Fund",NA,"0.1779","0.0","0.11227000000000001","0.06563"
2008,"Maine","Maine Public Employees Retirement System (PERS) Defined Benefit Plan",NA,"0.1779","0.077","0.1227","0.1322"
2017,"New Mexico","New Mexico Public Employees Retirement Association","0.14859999999999998","0.1779","0.119","0.1388","0.1581"
2010,"Colorado","Colorado PERA, State Division Fund",NA,"0.1777","0.08047","0.1588","0.09937"
2016,"New Mexico","New Mexico Public Employees Retirement Association","0.14859999999999998","0.1777","0.1195","0.1365","0.1607"
2011,"Maryland","Maryland Teachers’ Retirement System",NA,"0.1776","0.0698","0.1314","0.116"
2003,"Missouri","Missouri Public School Retirement System",NA,"0.1775","0.1","0.0683","0.2092"
2014,"New York","New York State & Local Employees Retirement System",NA,"0.1767","0.0101",NA,NA
2019,"Connecticut","Connecticut Municipal Employees Retirement Plan",NA,"0.17665999999999998","0.04337","0.08825","0.12741"
2009,"Illinois","Illinois Teachers Retirement System",NA,"0.1766","0.09937","0.08391","0.19205999999999998"
2009,"Alaska","Alaska Public Employees Retirement System",NA,"0.17651","0.06951","0.14612","0.0999"
2008,"New Jersey","New Jersey Teachers’ Pension & Annuity Fund",NA,"0.17633","0.05716","0.09268","0.14081"
2009,"Nevada","Nevada Public Employees Retirement System","Employer-Pay - Regular - 21.5%, Police/Fire - 37% ; Employee/Employer - Regular - 22.5%, Police/Fire - 38%","0.1763","0.02025","0.03333","0.16322"
2011,"California","CalPERS - California Public Employees Retirement Fund",NA,"0.17606","0.08201","0.0756","0.18247"
2010,"Colorado","Colorado PERA, School Division Fund",NA,"0.176","0.08","0.1418","0.1142"
2008,"Louisiana","Louisiana School Employees’ Retirement System",NA,"0.176","0.075","0.0635","0.1875"
2006,"Maine","Maine Public Employees Retirement System (PERS) Defined Benefit Plan",NA,"0.1759","0.077","0.1207","0.1322"
2010,"Michigan","Michigan Public School Employees Retirement System",NA,"0.1759","0.0538","0.1375","0.0922"
2012,"New Mexico","New Mexico Educational Retirement Board","0.0915","0.1759","0.094","0.132","0.1379"
2010,"Nevada","Nevada Public Employees Retirement System","Employer-Pay - Regular - 21.5%, Police/Fire - 37% ; Employee/Employer - Regular - 22.5%, Police/Fire - 38%","0.17587","0.02048","0.03383","0.16252"
2005,"Kentucky","Kentucky Teachers' Retirement System","Univ=11.625%,Non-Univ=13.105%","0.17586","0.09016","0.0897","0.17632"
2019,"Maine","Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts",NA,"0.175","0.0923","0.044","0.2233"
2013,"New Mexico","New Mexico Educational Retirement Board","0.109","0.1747","0.101","0.1441","0.1316"
2008,"Indiana","Indiana State Teachers Retirement Fund",NA,"0.17463","0.0","0.12155999999999999","0.053070000000000006"
2005,"Maine","Maine Public Employees Retirement System (PERS) Defined Benefit Plan",NA,"0.1746","0.077","0.1131","0.1385"
2013,"Maryland","Maryland Teachers’ Retirement System",NA,"0.1742","0.0698","0.1178","0.1262"
2020,"Maine","Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts",NA,"0.174",NA,"0.044",NA
2018,"Mississippi","Public Employees' Retirement System of Mississippi","0.1575","0.174","0.0813","0.1618","0.0935"
2019,"Mississippi","Public Employees' Retirement System of Mississippi","0.1575","0.174","0.0796","0.1618","0.0918"
2007,"California","University of California Retirement System",NA,"0.1738","0.02041","0.0062","0.18800999999999998"
2013,"Minnesota","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",NA,"0.1735","0.099","0.0835","0.189"
2010,"Missouri","Missouri Public School Retirement System",NA,"0.1734","0.14","0.0937","0.2197"
2012,"Maine","Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts",NA,"0.1733","0.06291000000000001","0.07151","0.1647"
2003,"Colorado","Colorado PERA, School Division Fund",NA,"0.1731","0.08",NA,"0.1648"
2003,"Colorado","Colorado PERA, State Division Fund","0.1042","0.1731","0.08047",NA,"0.16527"
2001,"Maine","Maine Public Employees Retirement System (PERS) Defined Benefit Plan",NA,"0.173","0.0765","0.1114","0.1381"
2016,"New Mexico","New Mexico Educational Retirement Board","0.139","0.173","0.107","0.15","0.13"
2014,"Hawaii","Employee Retirement System of Hawaii","0.1728","0.1728","0.0542","0.1174","0.1096"
2003,"Maine","Maine Public Employees Retirement System (PERS) Defined Benefit Plan",NA,"0.1726","0.077","0.1109","0.1387"
2017,"South Carolina","South Carolina Police Officers Retirement System","0.1724","0.1724","0.0975","0.1226","0.1473"
2005,"Colorado","Colorado PERA, State Division Fund","0.1017","0.1723","0.08047","0.1109","0.14187"
2009,"New York","New York State & Local Police & Fire Retirement System",NA,"0.1723","0.0",NA,NA
2003,"Louisiana","Louisiana State Employees Retirement System",NA,"0.172","0.07683999999999999","0.09994","0.1489"
2015,"Oklahoma","Oklahoma Teachers Retirement System",NA,"0.172","0.07","0.1422","0.0998"
2020,"Oklahoma","Oklahoma Teachers Retirement System",NA,"0.172","0.07","0.1363","0.1057"
2006,"Colorado","Colorado PERA, School Division Fund",NA,"0.1718","0.08","0.1131","0.1387"
2010,"California","CalPERS - California Public Employees Retirement Fund",NA,"0.17152","0.07511","0.06332","0.18331"
2018,"Minnesota","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",NA,"0.1715","0.1105","0.073","0.209"
2013,"New York","New York State Teachers' Retirement System",NA,"0.1713","0.0039",NA,NA
2012,"New Jersey","New Jersey Public Employees Retirement System",NA,"0.17115999999999998","0.05565","0.12619","0.10061"
2007,"Maine","Maine Public Employees Retirement System (PERS) Defined Benefit Plan",NA,"0.1711","0.077","0.1159","0.1322"
2009,"Missouri","Missouri Public School Retirement System",NA,"0.1711","0.13","0.0827","0.2184"
2007,"Montana","Montana Teachers' Retirement System",NA,"0.1711","0.0715","0.1386","0.104"
2003,"Oklahoma","Oklahoma Teachers Retirement System",NA,"0.1711","0.07","0.1421","0.099"
2016,"Oklahoma","Oklahoma Teachers Retirement System",NA,"0.171","0.07","0.1363","0.1047"
2019,"Oklahoma","Oklahoma Teachers Retirement System",NA,"0.171","0.07","0.1379","0.1031"
2005,"Arizona","Arizona Public Safety Personnel Retirement System",NA,"0.1709","0.0765","0.0638","0.1836"
2013,"Oregon","Oregon Public Employees Retirement System",NA,"0.1706","0.0002","0.0576","0.1132"
2017,"Oklahoma","Oklahoma Teachers Retirement System",NA,"0.17","0.07","0.1366","0.1034"
2018,"Oklahoma","Oklahoma Teachers Retirement System",NA,"0.17","0.07","0.1366","0.1034"
2012,"Missouri","Mosers State Employees Pension Plan",NA,"0.1698","0.0066","0.096","0.0804"
2015,"Utah","Utah Retirement Systems, Noncontributory Retirement System",NA,"0.1698","0.0","0.0545","0.1153"
2013,"Missouri","Mosers State Employees Pension Plan",NA,"0.1697","0.0115","0.0981","0.0831"
2016,"Utah","Utah Retirement Systems, Noncontributory Retirement System",NA,"0.1694","0.0","0.0528","0.1166"
2001,"Utah","Utah Retirement Systems, Public Safety Retirement System",NA,"0.1694","0.0144","0.0001","0.1972"
2016,"Massachusetts","Massachusetts Teachers’ Retirement System",NA,"0.16926","0.09673","0.13424","0.13175"
2010,"Michigan","Michigan Municipal Retirement System",NA,"0.16924","0.04963","0.08847999999999999","0.13039"
2004,"Colorado","Colorado PERA, School Division Fund",NA,"0.1691","0.08",NA,"0.1622"
2004,"Colorado","Colorado PERA, State Division Fund","0.1042","0.1691","0.08047",NA,"0.16267"
2010,"Hawaii","Employee Retirement System of Hawaii","0.1549","0.169","0.067","0.11","0.126"
2002,"Ohio","Ohio Police and Fire Pension Fund",NA,"0.16889","0.1","0.059989999999999995","0.2089"
2004,"Indiana","Indiana State Teachers Retirement Fund",NA,"0.16866","0.0","0.10855999999999999","0.06009"
2015,"New Mexico","New Mexico Public Employees Retirement Association","0.1508","0.1684","0.1202","0.1228","0.1658"
2015,"Georgia","Georgia Teachers Retirement System",NA,"0.1681","0.06","0.0997","0.1284"
2008,"Nevada","Nevada Public Employees Retirement System","Employer-Pay - Regular - 20.5%, Police/Fire - 33.5% ; Employee/Employer - Regular - 21%, Police/Fire - 34.5%","0.1681","0.0189","0.02162","0.16538"
2007,"Michigan","Michigan State Employees Retirement System",NA,"0.16799","0.0","0.08549","0.0825"
2015,"New Mexico","New Mexico Educational Retirement Board","0.139","0.1678","0.107","0.145","0.1298"
2012,"Maine","Maine Public Employees Retirement System (PERS) Defined Benefit Plan",NA,"0.1677","0.0765","0.131","0.1132"
2007,"Nevada","Nevada Public Employees Retirement System","Employer-Pay - Regular - 20.5%, Police/Fire - 33.5% ; Employee/Employer - Regular - 21%, Police/Fire - 34.5%","0.16769","0.01911","0.02367","0.16313"
2004,"Missouri","Missouri Public School Retirement System",NA,"0.1676","0.11","0.0683","0.2093"
2002,"Illinois","Illinois State Employees Retirement System",NA,"0.16754000000000002","0.05285","0.10192999999999999","0.11847"
2008,"Texas","Texas Municipal Retirement System",NA,"0.1675","0.06577000000000001","0.0682","0.16507"
2001,"Iowa","Iowa Municipal Fire and Police Retirement System",NA,"0.1674","0.094",NA,NA
2004,"Nevada","Nevada Public Employees Retirement System","Employer Pay - Regular - 20.25%, Police/Fire - 28.5% ; Employee/Employer - Regular - 21%, Police/Fire - 29.5% ","0.16706","0.01838","0.02615","0.15929000000000001"
2001,"Illinois","Illinois State University Retirement System",NA,"0.16696","0.0965","0.07883","0.18463"
2004,"Ohio","Ohio Police and Fire Pension Fund",NA,"0.16652","0.1","0.05222","0.2143"
2003,"Nevada","Nevada Public Employees Retirement System","Employer Pay - Regular - 20.25%, Police/Fire - 28.5% ; Employee/Employer - Regular - 21%, Police/Fire - 29.5% ","0.16646","0.018690000000000002","0.02645","0.15869"
2003,"Connecticut","Connecticut State Employees Retirement System",NA,"0.1663","0.0192","0.077","0.1085"
2019,"Minnesota","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",NA,"0.1663","0.1155","0.0726","0.2092"
2014,"New Mexico","New Mexico Public Employees Retirement Association","0.15039999999999998","0.1662","0.1205","0.12","0.1667"
2014,"Utah","Utah Retirement Systems, Noncontributory Retirement System",NA,"0.1662","0.0","0.0552","0.111"
2006,"Oklahoma","Oklahoma Teachers Retirement System",NA,"0.166","0.07","0.1308","0.1052"
2007,"Colorado","Colorado PERA, School Division Fund",NA,"0.1656","0.08","0.1054","0.1402"
2019,"South Carolina","South Carolina Retirement Systems","0.1656","0.1656","0.09","0.1492","0.1064"
2020,"South Carolina","South Carolina Retirement Systems","0.1656","0.1656","0.09",NA,"0.1064"
2016,"New Jersey","New Jersey Public Employees Retirement System",NA,"0.16534000000000001","0.06989","0.1423","0.09293"
2018,"Connecticut","Connecticut Municipal Employees Retirement Plan",NA,"0.16522","0.032760000000000004","0.06978","0.12655999999999998"
2006,"Arizona","Arizona Public Safety Personnel Retirement System",NA,"0.1652","0.0765","0.0644","0.1773"
2006,"Louisiana","Teachers’ Retirement System of Louisiana","0.118","0.165","0.0845","0.0957","0.1538"
2008,"Iowa","Iowa Municipal Fire and Police Retirement System",NA,"0.1649","0.094",NA,NA
2005,"New York","New York State & Local Police & Fire Retirement System",NA,"0.1645","0.0",NA,NA
2002,"Connecticut","Connecticut State Employees Retirement System",NA,"0.1642","0.01738","0.0734","0.10818"
2011,"New Jersey","New Jersey Public Employees Retirement System",NA,"0.16415","0.055970000000000006","0.11556","0.10455999999999999"
2009,"Texas","Texas Municipal Retirement System",NA,"0.1641","0.06573","0.0657","0.16413"
2006,"California","University of California Retirement System",NA,"0.1639","0.02047","0.0058","0.17857"
2006,"Missouri","Missouri Public School Retirement System",NA,"0.1639","0.12","0.0684","0.2155"
2010,"Oregon","Oregon Public Employees Retirement System",NA,"0.1639","0.0001","0.0844","0.0796"
2006,"New Jersey","New Jersey Teachers’ Pension & Annuity Fund",NA,"0.16385999999999998","0.0522","0.07219","0.14387"
2015,"Missouri","Mosers State Employees Pension Plan",NA,"0.1634","0.0151","0.0967","0.0818"
2014,"New Mexico","New Mexico Educational Retirement Board","0.1315","0.1632","0.107","0.1391","0.1311"
2005,"Oklahoma","Oklahoma Teachers Retirement System",NA,"0.1632","0.07","0.128","0.1052"
2004,"Michigan","Michigan State Employees Retirement System",NA,"0.16312000000000001","0.0","0.08262","0.0805"
2007,"New Jersey","New Jersey Teachers’ Pension & Annuity Fund",NA,"0.16310999999999998","0.05716","0.07864","0.14163"
2018,"Vermont","Vermont State Teachers' Retirement System",NA,"0.16275","0.05","0.15195","0.0608"
2007,"Missouri","Missouri Public School Retirement System",NA,"0.1624","0.12","0.0664","0.216"
2005,"Nevada","Nevada Public Employees Retirement System","Employer Pay - Regular - 19.75%, Police/Fire - 32% ; Employee/Employer - Regular - 21%, Police/Fire - 29.5% ","0.16215","0.0188","0.02231","0.15863"
2007,"Kentucky","Kentucky Employees Retirement System",NA,"0.16199000000000002","0.0514","0.12619","0.08719"
2006,"Nevada","Nevada Public Employees Retirement System","Employer Pay - Regular - 19.75%, Police/Fire - 32% ; Employee/Employer - Regular - 21%, Police/Fire - 33% ","0.16195","0.0189","0.02445","0.1564"
2006,"New York","New York State & Local Police & Fire Retirement System",NA,"0.1619","0.0",NA,NA
2016,"Washington","Washington Teachers Retirement System Plan 2 & 3",NA,"0.1618","0.0798","0.0743","0.1673"
2003,"New York","New York State & Local Police & Fire Retirement System",NA,"0.1617","0.0",NA,NA
2014,"Maryland","Maryland Teachers’ Retirement System",NA,"0.1615","0.0699","0.1103","0.1211"
2004,"New York","New York State & Local Police & Fire Retirement System",NA,"0.1615","0.0",NA,NA
2013,"Maine","Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts",NA,"0.16139","0.06608","0.07884","0.14862999999999998"
2004,"Kentucky","Kentucky Teachers' Retirement System","Univ=11.625%,Non-Univ=13.105%","0.16138","0.09018","0.07361000000000001","0.17794000000000001"
2002,"New Jersey","Police & Firemens Retirement System Of New Jersey",NA,"0.16126","0.08572","0.00489","0.24209"
2002,"Oklahoma","Oklahoma Public Employees Retirement System",NA,"0.161","0.036","0.084","0.113"
2009,"Colorado","Colorado PERA, State Division Fund",NA,"0.1609","0.08047","0.1389","0.10247"
2015,"Maine","Maine Public Employees Retirement System (PERS) Defined Benefit Plan",NA,"0.1607","0.0765","0.1212","0.116"
2009,"Michigan","Michigan Municipal Retirement System",NA,"0.16066","0.03829","0.0788","0.12015"
2004,"California","California State Teachers Retirement System","0.0825","0.16062","0.06","0.052329999999999995","0.16829000000000002"
2005,"Colorado","Colorado PERA, School Division Fund",NA,"0.1606","0.08","0.0953","0.1453"
2014,"Maine","Maine Public Employees Retirement System (PERS) Defined Benefit Plan",NA,"0.1606","0.0765","0.121","0.1161"
2009,"New Mexico","New Mexico Public Employees Retirement Association",NA,"0.1604","0.1099","0.0581","0.2122"
2012,"Massachusetts","Massachusetts Teachers’ Retirement System",NA,"0.16015","0.09447","0.13935","0.11527000000000001"
2004,"Louisiana","Teachers’ Retirement System of Louisiana","0.118","0.16","0.0835","0.095","0.1485"
2007,"Texas","Texas Municipal Retirement System",NA,"0.1599","0.06538","0.0646","0.16068"
2014,"Missouri","Mosers State Employees Pension Plan",NA,"0.1595","0.0132","0.0906","0.0821"
2001,"Indiana","Indiana State Teachers Retirement Fund",NA,"0.15911","0.0","0.08559","0.07352"
2005,"California","University of California Retirement System",NA,"0.159","0.0206","0.0056","0.174"
2002,"Indiana","Indiana State Teachers Retirement Fund",NA,"0.15894","0.0","0.08465","0.07429"
2008,"Michigan","Michigan Municipal Retirement System",NA,"0.15877","0.03992","0.07692","0.12177"
2012,"New York","New York State Teachers' Retirement System",NA,"0.1585","0.0037",NA,NA
2015,"Washington","Washington Teachers Retirement System Plan 2 & 3",NA,"0.1585","0.0748","0.076","0.1573"
2015,"Massachusetts","Massachusetts Teachers’ Retirement System",NA,"0.15838","0.0962","0.13093","0.12364000000000001"
2012,"Minnesota","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",NA,"0.1583","0.096","0.0487","0.2056"
2013,"Mississippi","Public Employees' Retirement System of Mississippi","0.1426","0.1583","0.081","0.1362","0.1031"
2003,"California","California State Teachers Retirement System","0.0825","0.15822","0.06","0.049839999999999995","0.16838"
2002,"Colorado","Colorado PERA, School Division Fund",NA,"0.1582","0.0802",NA,"0.1582"
2002,"Colorado","Colorado PERA, State Division Fund","0.1042","0.1582","0.08047",NA,"0.15847"
2003,"Indiana","Indiana State Teachers Retirement Fund",NA,"0.15816","0.0","0.09759","0.060570000000000006"
2015,"New Jersey","New Jersey Public Employees Retirement System",NA,"0.15815","0.06896000000000001","0.13223","0.09487999999999999"
2009,"Utah","Utah Retirement Systems, Noncontributory Retirement System",NA,"0.1581","0.0","0.0426","0.1155"
2002,"Louisiana","Louisiana State Employees Retirement System",NA,"0.158","0.07683999999999999","0.08603999999999999","0.1488"
2017,"Utah","Utah Retirement Systems, Noncontributory Retirement System",NA,"0.158","0.0","0.0425","0.1155"
2017,"Vermont","Vermont State Teachers' Retirement System",NA,"0.15795","0.05","0.14565","0.0623"
2001,"Colorado","Colorado PERA, School Division Fund",NA,"0.1579","0.0802",NA,"0.1579"
2001,"Colorado","Colorado PERA, State Division Fund",NA,"0.1579","0.08047",NA,"0.15817"
2015,"Maryland","Maryland Teachers’ Retirement System",NA,"0.1579","0.0699","0.1123","0.1155"
2005,"Missouri","Missouri Public School Retirement System",NA,"0.1578","0.12","0.0673","0.2105"
2019,"Alabama","Alabama Employees' Retirement System (ERS)",NA,"0.1577","0.0714","0.143","0.0861"
2011,"Oregon","Oregon Public Employees Retirement System",NA,"0.1577","0.0002","0.0785","0.0794"
2014,"Mississippi","Public Employees' Retirement System of Mississippi","0.1575","0.1575","0.0822","0.1391","0.1006"
2015,"Mississippi","Public Employees' Retirement System of Mississippi","0.1575","0.1575","0.082","0.1406","0.0989"
2016,"Mississippi","Public Employees' Retirement System of Mississippi","0.1575","0.1575","0.0797","0.1385","0.0987"
2017,"Mississippi","Public Employees' Retirement System of Mississippi","0.1575","0.1575","0.0823","0.1378","0.102"
2020,"North Carolina","North Carolina Teachers' and State Employees' Retirement System",NA,"0.1574","0.06","0.1058","0.1116"
2009,"Colorado","Colorado PERA, School Division Fund",NA,"0.1573","0.08","0.1198","0.1175"
2016,"Maryland","Maryland Teachers’ Retirement System",NA,"0.1571","0.0699","0.1124","0.1146"
2012,"Oklahoma","Oklahoma Public Employees Retirement System",NA,"0.157","0.0411","0.0914","0.1067"
2013,"New Jersey","New Jersey Public Employees Retirement System",NA,"0.15689","0.06188","0.12659","0.09219"
2009,"California","CalPERS - California Public Employees Retirement Fund",NA,"0.15686","0.08607999999999999","0.04956","0.19338"
2007,"Oklahoma","Oklahoma Teachers Retirement System",NA,"0.1568","0.07","0.1216","0.1052"
2003,"Oregon","Oregon Public Employees Retirement System",NA,"0.1566","0.0002","0.033","0.1238"
2015,"New York","New York State & Local Employees Retirement System",NA,"0.1563","0.0111",NA,NA
2008,"California","CalPERS - California Public Employees Retirement Fund",NA,"0.15619","0.07939","0.0492","0.18638"
2007,"New York","New York State & Local Police & Fire Retirement System",NA,"0.156","0.0",NA,NA
2004,"California","University of California Retirement System",NA,"0.1559","0.020669999999999997","0.0055","0.17107"
2018,"Maryland","Maryland Teachers’ Retirement System",NA,"0.1559","0.07","0.1121","0.1138"
2008,"California","California State Teachers Retirement System","0.0825","0.15563","0.06","0.04235","0.17328"
2018,"South Carolina","South Carolina Retirement Systems","0.1556","0.1556","0.09","0.139","0.1066"
2011,"Maine","Maine Public Employees Retirement System (PERS) Defined Benefit Plan",NA,"0.1551","0.0765","0.1258","0.1058"
2007,"Louisiana","Teachers’ Retirement System of Louisiana","0.118","0.155","0.0842","0.0855","0.1537"
2008,"Louisiana","Teachers’ Retirement System of Louisiana","0.118","0.155","0.0847","0.0974","0.1423"
2006,"Massachusetts","Massachusetts Teachers’ Retirement System",NA,"0.15471","0.09176000000000001","0.13329000000000002","0.11317999999999999"
2018,"Utah","Utah Retirement Systems, Noncontributory Retirement System",NA,"0.1547","0.0","0.0406","0.1141"
2002,"Nevada","Nevada Public Employees Retirement System","Employer Pay - Regular - 18.75%, Police/Fire - 28.5% ; Employee/Employer - Regular - 19.5%, Police/Fire - 29.5% ","0.15469000000000002","0.01706","0.00855","0.16321"
2008,"Missouri","Missouri Public School Retirement System",NA,"0.1545","0.13","0.0674","0.2171"
2017,"Maryland","Maryland Teachers’ Retirement System",NA,"0.1543","0.07","0.1102","0.1141"
2001,"Nevada","Nevada Public Employees Retirement System",NA,"0.15413","0.01736","0.01375","0.15773"
2005,"New Jersey","New Jersey Teachers’ Pension & Annuity Fund",NA,"0.1539","0.05221","0.061689999999999995","0.14442"
2012,"Virginia","Virginia Retirement System",NA,"0.15386","0.05","0.10945","0.09441000000000001"
2014,"Maine","Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts",NA,"0.1538","0.07219","0.0652","0.16079000000000002"
2019,"North Carolina","North Carolina Teachers' and State Employees' Retirement System",NA,"0.1537","0.06","0.1019","0.1118"
2007,"California","California State Teachers Retirement System","0.0825","0.15356","0.06","0.04071","0.17285"
2007,"California","CalPERS - California Public Employees Retirement Fund",NA,"0.15345999999999999","0.07984","0.04793","0.18537"
2017,"Washington","Washington Teachers Retirement System Plan 2 & 3",NA,"0.1533","0.0777","0.0718","0.1592"
2017,"Arkansas","Arkansas Public Employees System",NA,"0.1532","0.0347","0.0716","0.1163"
2018,"Arkansas","Arkansas Public Employees System",NA,"0.1532","0.0347","0.0743","0.1136"
2019,"Arkansas","Arkansas Public Employees System",NA,"0.1532","0.0336","0.0756","0.1139"
2005,"California","California State Teachers Retirement System","0.0825","0.1532","0.06","0.045","0.1682"
2003,"Ohio","Ohio Police and Fire Pension Fund",NA,"0.15316","0.1","0.03846","0.2147"
2008,"Utah","Utah Retirement Systems, Noncontributory Retirement System",NA,"0.153","0.0","0.0374","0.1156"
2011,"Oklahoma","Oklahoma Public Employees Retirement System",NA,"0.1529","0.0409","0.0872","0.1066"
2019,"Utah","Utah Retirement Systems, Noncontributory Retirement System",NA,"0.1529","0.0","0.039","0.1139"
2006,"Connecticut","Connecticut Teachers Retirement System",NA,"0.1528","0.06","0.1239","0.0889"
2007,"Connecticut","Connecticut Teachers Retirement System",NA,"0.1528","0.06","0.1239","0.0889"
2013,"Oklahoma","Oklahoma Public Employees Retirement System",NA,"0.1527","0.0411","0.0886","0.1052"
2015,"New Hampshire","New Hampshire Retirement System",NA,"0.15266","0.07715","0.12544","0.10437"
2010,"New York","New York State & Local Employees Retirement System",NA,"0.1526","0.0053",NA,NA
2008,"Connecticut","Connecticut Teachers Retirement System",NA,"0.1521","0.06","0.1081","0.104"
2009,"Connecticut","Connecticut Teachers Retirement System",NA,"0.1521","0.06","0.1081","0.104"
2006,"California","CalPERS - California Public Employees Retirement Fund",NA,"0.15203","0.08098","0.04655","0.18646"
2009,"Hawaii","Employee Retirement System of Hawaii","0.1395","0.1517","0.0667","0.0929","0.1255"
2014,"Virginia","Virginia Retirement System",NA,"0.1517","0.0498","0.1088","0.0927"
2017,"New Hampshire","New Hampshire Retirement System",NA,"0.15169000000000002","0.07721","0.12724000000000002","0.10166"
2006,"Kentucky","Kentucky Employees Retirement System",NA,"0.15149","0.05226","0.11613","0.08762"
2012,"Kentucky","Kentucky County Employees Retirement System",NA,"0.15117","0.05515","0.10812999999999999","0.09819"
2005,"California","CalPERS - California Public Employees Retirement Fund",NA,"0.15102000000000002","0.08813","0.04746","0.19169"
2003,"Louisiana","Teachers’ Retirement System of Louisiana","0.118","0.151","0.0835","0.0898","0.1447"
2005,"Louisiana","Teachers’ Retirement System of Louisiana","0.118","0.1508","0.0837","0.0844","0.1501"
2012,"Oklahoma","Oklahoma Teachers Retirement System",NA,"0.1506","0.07","0.1225","0.0981"
2014,"Oregon","Oregon Public Employees Retirement System",NA,"0.1505","0.0003","0.0412","0.1094"
2017,"Arkansas","Arkansas Teachers Retirement Plan","0.15","0.15","0.0641","0.0856","0.1285"
2018,"Arkansas","Arkansas Teachers Retirement Plan","0.15","0.15","0.0643","0.0857","0.1286"
2019,"Arkansas","Arkansas Teachers Retirement Plan","0.15","0.15","0.0647","0.0855","0.1292"
2006,"California","California State Teachers Retirement System","0.0825","0.14987999999999999","0.06","0.04168","0.1682"
2016,"New York","New York State & Local Employees Retirement System",NA,"0.1498","0.0133",NA,NA
2009,"Florida","Florida Retirement System",NA,"0.1497","0.0","0.0302","0.1195"
2010,"Florida","Florida Retirement System",NA,"0.1497","0.0","0.0316","0.1181"
2004,"Illinois","Illinois Teachers Retirement System",NA,"0.1496","0.094","0.0681","0.1755"
2019,"Maryland","Maryland Teachers’ Retirement System",NA,"0.1496","0.07","0.1063","0.1133"
2005,"Louisiana","Louisiana Municipal Police Retirement System",NA,"0.14934","0.07483","0.06204","0.16214"
2014,"New Jersey","New Jersey Public Employees Retirement System",NA,"0.14916","0.068","0.12194","0.09521"
2001,"New Mexico","New Mexico Public Employees Retirement Association",NA,"0.14909","0.09635","0.04353","0.20190999999999998"
2008,"New Mexico","New Mexico Public Employees Retirement Association",NA,"0.14889000000000002","0.10192000000000001","0.0457","0.20511"
2012,"Arkansas","Arkansas Public Employees System",NA,"0.1488","0.05","0.0822","0.1166"
2003,"New Mexico","New Mexico Public Employees Retirement Association",NA,"0.14868","0.09715","0.04127","0.20456"
2012,"Montana","Montana Teachers' Retirement System",NA,"0.1485","0.0715","0.1235","0.0965"
2019,"Vermont","Vermont State Retirement System",NA,"0.1478","0.0679","0.1156","0.1001"
2014,"Washington","Washington Teachers Retirement System Plan 2 & 3",NA,"0.1478","0.0692","0.0709","0.1461"
2013,"Arkansas","Arkansas Public Employees System",NA,"0.1476","0.0274","0.0761","0.0989"
2016,"Arkansas","Arkansas Public Employees System",NA,"0.1475","0.0329","0.0724","0.108"
2019,"Rhode Island","Rhode Island Municipal Employees Retirement System",NA,"0.1473","0.0431","0.0701","0.1203"
2002,"Montana","Montana Teachers' Retirement System",NA,"0.1472","0.0715","0.1154","0.1033"
2013,"Missouri","Missouri Public School Retirement System",NA,"0.1471","0.145","0.1016","0.1905"
2007,"Massachusetts","Massachusetts Teachers’ Retirement System",NA,"0.14709","0.09251000000000001","0.12579","0.11381"
2018,"Rhode Island","Rhode Island Municipal Employees Retirement System",NA,"0.1467","0.0429","0.0671","0.1225"
2003,"Kentucky","Kentucky Teachers' Retirement System","Univ=11.625%,Non-Univ=13.105%","0.14668","0.09018","0.05848","0.17837"
2002,"New Mexico","New Mexico Public Employees Retirement Association",NA,"0.14664000000000002","0.09565","0.040260000000000004","0.20203"
2010,"West Virginia","West Virginia Public Employees Retirement System","0.125","0.1464","0.045","0.091","0.1004"
2010,"Virginia","Virginia Retirement System",NA,"0.14637","0.05","0.09883","0.09754"
2006,"Hawaii","Employee Retirement System of Hawaii","0.1395","0.1463","0.0664","0.0952","0.1175"
